,right,r_d,straight,l_d,left,back,type_3
577,train_set/air_max/Nike_Air_Max_95_OG_Black_Anthracite_right.jpg,train_set/air_max/Nike_Air_Max_95_OG_Black_Anthracite_r_d.jpg,train_set/air_max/Nike_Air_Max_95_OG_Black_Anthracite_straight.jpg,train_set/air_max/Nike_Air_Max_95_OG_Black_Anthracite_l_d.jpg,train_set/air_max/Nike_Air_Max_95_OG_Black_Anthracite_left.jpg,train_set/air_max/Nike_Air_Max_95_OG_Black_Anthracite_back.jpg,air_max
1167,train_set/air_max_97/Nike_Air_Max_97_Black_Chile_Red_Magma_Orange6.jpg,train_set/air_max_97/Nike_Air_Max_97_Black_Chile_Red_Magma_Orange7.jpg,train_set/air_max_97/Nike_Air_Max_97_Black_Chile_Red_Magma_Orange8.jpg,train_set/air_max_97/Nike_Air_Max_97_Black_Chile_Red_Magma_Orange9.jpg,train_set/air_max_97/Nike_Air_Max_97_Black_Chile_Red_Magma_Orange10.jpg,train_set/air_max_97/Nike_Air_Max_97_Black_Chile_Red_Magma_Orange11.jpg,air_max_97
846,train_set/running/Nike_Daybreak_Wheat_Black_W_right.jpg,train_set/running/Nike_Daybreak_Wheat_Black_W_r_d.jpg,train_set/running/Nike_Daybreak_Wheat_Black_W_straight.jpg,train_set/running/Nike_Daybreak_Wheat_Black_W_l_d.jpg,train_set/running/Nike_Daybreak_Wheat_Black_W_left.jpg,train_set/running/Nike_Daybreak_Wheat_Black_W_back.jpg,running
1228,train_set/air_max_90/Nike_Air_Max_90_Python6.jpg,train_set/air_max_90/Nike_Air_Max_90_Python7.jpg,train_set/air_max_90/Nike_Air_Max_90_Python8.jpg,train_set/air_max_90/Nike_Air_Max_90_Python9.jpg,train_set/air_max_90/Nike_Air_Max_90_Python10.jpg,train_set/air_max_90/Nike_Air_Max_90_Python11.jpg,air_max_90
1149,train_set/air_max_97/Nike_Air_Max_97_Country_Camo_USA6.jpg,train_set/air_max_97/Nike_Air_Max_97_Country_Camo_USA7.jpg,train_set/air_max_97/Nike_Air_Max_97_Country_Camo_USA8.jpg,train_set/air_max_97/Nike_Air_Max_97_Country_Camo_USA9.jpg,train_set/air_max_97/Nike_Air_Max_97_Country_Camo_USA10.jpg,train_set/air_max_97/Nike_Air_Max_97_Country_Camo_USA11.jpg,air_max_97
1266,"train_set/skateboarding/Nike_Dunk_SB_High_Diamond_Supply_Co._""Tiffany""6.jpg","train_set/skateboarding/Nike_Dunk_SB_High_Diamond_Supply_Co._""Tiffany""7.jpg","train_set/skateboarding/Nike_Dunk_SB_High_Diamond_Supply_Co._""Tiffany""8.jpg","train_set/skateboarding/Nike_Dunk_SB_High_Diamond_Supply_Co._""Tiffany""9.jpg","train_set/skateboarding/Nike_Dunk_SB_High_Diamond_Supply_Co._""Tiffany""10.jpg","train_set/skateboarding/Nike_Dunk_SB_High_Diamond_Supply_Co._""Tiffany""11.jpg",skateboarding
236,train_set/running/Nike_Daybreak_Vegas_Gold_College_Orange_right.jpg,train_set/running/Nike_Daybreak_Vegas_Gold_College_Orange_r_d.jpg,train_set/running/Nike_Daybreak_Vegas_Gold_College_Orange_straight.jpg,train_set/running/Nike_Daybreak_Vegas_Gold_College_Orange_l_d.jpg,train_set/running/Nike_Daybreak_Vegas_Gold_College_Orange_left.jpg,train_set/running/Nike_Daybreak_Vegas_Gold_College_Orange_back.jpg,running
375,train_set/air_max_97/Nike_Air_Max_97_Leopard_Pack_Red_W_right.jpg,train_set/air_max_97/Nike_Air_Max_97_Leopard_Pack_Red_W_r_d.jpg,train_set/air_max_97/Nike_Air_Max_97_Leopard_Pack_Red_W_straight.jpg,train_set/air_max_97/Nike_Air_Max_97_Leopard_Pack_Red_W_l_d.jpg,train_set/air_max_97/Nike_Air_Max_97_Leopard_Pack_Red_W_left.jpg,train_set/air_max_97/Nike_Air_Max_97_Leopard_Pack_Red_W_back.jpg,air_max_97
660,train_set/running/Nike_Zoom_Pegasus_35_Turbo_Sail_W_right.jpg,train_set/running/Nike_Zoom_Pegasus_35_Turbo_Sail_W_r_d.jpg,train_set/running/Nike_Zoom_Pegasus_35_Turbo_Sail_W_straight.jpg,train_set/running/Nike_Zoom_Pegasus_35_Turbo_Sail_W_l_d.jpg,train_set/running/Nike_Zoom_Pegasus_35_Turbo_Sail_W_left.jpg,train_set/running/Nike_Zoom_Pegasus_35_Turbo_Sail_W_back.jpg,running
1195,train_set/air_max_90/Nike_Air_Max_90_Camo_Croc6.jpg,train_set/air_max_90/Nike_Air_Max_90_Camo_Croc7.jpg,train_set/air_max_90/Nike_Air_Max_90_Camo_Croc8.jpg,train_set/air_max_90/Nike_Air_Max_90_Camo_Croc9.jpg,train_set/air_max_90/Nike_Air_Max_90_Camo_Croc10.jpg,train_set/air_max_90/Nike_Air_Max_90_Camo_Croc11.jpg,air_max_90
973,train_set/running/Nike_React_Element_87_Blue_Chill_Solar_Red6.jpg,train_set/running/Nike_React_Element_87_Blue_Chill_Solar_Red7.jpg,train_set/running/Nike_React_Element_87_Blue_Chill_Solar_Red8.jpg,train_set/running/Nike_React_Element_87_Blue_Chill_Solar_Red9.jpg,train_set/running/Nike_React_Element_87_Blue_Chill_Solar_Red10.jpg,train_set/running/Nike_React_Element_87_Blue_Chill_Solar_Red11.jpg,running
291,train_set/running/Nike_React_Infinity_Run_Platinum_Tint_Pink_Blast_right.jpg,train_set/running/Nike_React_Infinity_Run_Platinum_Tint_Pink_Blast_r_d.jpg,train_set/running/Nike_React_Infinity_Run_Platinum_Tint_Pink_Blast_straight.jpg,train_set/running/Nike_React_Infinity_Run_Platinum_Tint_Pink_Blast_l_d.jpg,train_set/running/Nike_React_Infinity_Run_Platinum_Tint_Pink_Blast_left.jpg,train_set/running/Nike_React_Infinity_Run_Platinum_Tint_Pink_Blast_back.jpg,running
1065,train_set/air_max/Nike_Air_Max_98_La_Mezcla6.jpg,train_set/air_max/Nike_Air_Max_98_La_Mezcla7.jpg,train_set/air_max/Nike_Air_Max_98_La_Mezcla8.jpg,train_set/air_max/Nike_Air_Max_98_La_Mezcla9.jpg,train_set/air_max/Nike_Air_Max_98_La_Mezcla10.jpg,train_set/air_max/Nike_Air_Max_98_La_Mezcla11.jpg,air_max
313,train_set/basketball/Nike_KD_12_University_Red_right.jpg,train_set/basketball/Nike_KD_12_University_Red_r_d.jpg,train_set/basketball/Nike_KD_12_University_Red_straight.jpg,train_set/basketball/Nike_KD_12_University_Red_l_d.jpg,train_set/basketball/Nike_KD_12_University_Red_left.jpg,train_set/basketball/Nike_KD_12_University_Red_back.jpg,basketball
686,train_set/air_max_90/Nike_Air_Max_90_Python_right.jpg,train_set/air_max_90/Nike_Air_Max_90_Python_r_d.jpg,train_set/air_max_90/Nike_Air_Max_90_Python_straight.jpg,train_set/air_max_90/Nike_Air_Max_90_Python_l_d.jpg,train_set/air_max_90/Nike_Air_Max_90_Python_left.jpg,train_set/air_max_90/Nike_Air_Max_90_Python_back.jpg,air_max_90
442,train_set/air_max_90/Nike_Air_Max_90_UNC_right.jpg,train_set/air_max_90/Nike_Air_Max_90_UNC_r_d.jpg,train_set/air_max_90/Nike_Air_Max_90_UNC_straight.jpg,train_set/air_max_90/Nike_Air_Max_90_UNC_l_d.jpg,train_set/air_max_90/Nike_Air_Max_90_UNC_left.jpg,train_set/air_max_90/Nike_Air_Max_90_UNC_back.jpg,air_max_90
103,train_set/basketball/Nike_Air_Fear_Of_God_1_Frosted_Spruce_right.jpg,train_set/basketball/Nike_Air_Fear_Of_God_1_Frosted_Spruce_r_d.jpg,train_set/basketball/Nike_Air_Fear_Of_God_1_Frosted_Spruce_straight.jpg,train_set/basketball/Nike_Air_Fear_Of_God_1_Frosted_Spruce_l_d.jpg,train_set/basketball/Nike_Air_Fear_Of_God_1_Frosted_Spruce_left.jpg,train_set/basketball/Nike_Air_Fear_Of_God_1_Frosted_Spruce_back.jpg,basketball
632,train_set/skateboarding/Nike_SB_Zoom_Blazer_Mid_Stussy_right.jpg,train_set/skateboarding/Nike_SB_Zoom_Blazer_Mid_Stussy_r_d.jpg,train_set/skateboarding/Nike_SB_Zoom_Blazer_Mid_Stussy_straight.jpg,train_set/skateboarding/Nike_SB_Zoom_Blazer_Mid_Stussy_l_d.jpg,train_set/skateboarding/Nike_SB_Zoom_Blazer_Mid_Stussy_left.jpg,train_set/skateboarding/Nike_SB_Zoom_Blazer_Mid_Stussy_back.jpg,skateboarding
126,train_set/air_max_vapormax/Nike_Air_VaporMax_Clot_Bright_Crimson_right.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Clot_Bright_Crimson_r_d.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Clot_Bright_Crimson_straight.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Clot_Bright_Crimson_l_d.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Clot_Bright_Crimson_left.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Clot_Bright_Crimson_back.jpg,air_max_vapormax
378,train_set/air_force_1/Nike_Air_Force_1_Low_Snakeskin_2019_right.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Snakeskin_2019_r_d.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Snakeskin_2019_straight.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Snakeskin_2019_l_d.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Snakeskin_2019_left.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Snakeskin_2019_back.jpg,air_force_1
183,train_set/basketball/Nike_LeBron_7_All-Star_2020_right.jpg,train_set/basketball/Nike_LeBron_7_All-Star_2020_r_d.jpg,train_set/basketball/Nike_LeBron_7_All-Star_2020_straight.jpg,train_set/basketball/Nike_LeBron_7_All-Star_2020_l_d.jpg,train_set/basketball/Nike_LeBron_7_All-Star_2020_left.jpg,train_set/basketball/Nike_LeBron_7_All-Star_2020_back.jpg,basketball
1311,train_set/air_max_1/Nike_Air_Max_1_Anniversary_Obsidian6.jpg,train_set/air_max_1/Nike_Air_Max_1_Anniversary_Obsidian7.jpg,train_set/air_max_1/Nike_Air_Max_1_Anniversary_Obsidian8.jpg,train_set/air_max_1/Nike_Air_Max_1_Anniversary_Obsidian9.jpg,train_set/air_max_1/Nike_Air_Max_1_Anniversary_Obsidian10.jpg,train_set/air_max_1/Nike_Air_Max_1_Anniversary_Obsidian11.jpg,air_max_1
1341,train_set/other/Nike_Roshe_One_WhiteWhite6.jpg,train_set/other/Nike_Roshe_One_WhiteWhite7.jpg,train_set/other/Nike_Roshe_One_WhiteWhite8.jpg,train_set/other/Nike_Roshe_One_WhiteWhite9.jpg,train_set/other/Nike_Roshe_One_WhiteWhite10.jpg,train_set/other/Nike_Roshe_One_WhiteWhite11.jpg,other
725,train_set/running/Nike_Cortez_Basic_Black_White_right.jpg,train_set/running/Nike_Cortez_Basic_Black_White_r_d.jpg,train_set/running/Nike_Cortez_Basic_Black_White_straight.jpg,train_set/running/Nike_Cortez_Basic_Black_White_l_d.jpg,train_set/running/Nike_Cortez_Basic_Black_White_left.jpg,train_set/running/Nike_Cortez_Basic_Black_White_back.jpg,running
929,train_set/air_max_1/Nike_Air_Max_1_Atmosphere_Grey_Fresh_Mint_right.jpg,train_set/air_max_1/Nike_Air_Max_1_Atmosphere_Grey_Fresh_Mint_r_d.jpg,train_set/air_max_1/Nike_Air_Max_1_Atmosphere_Grey_Fresh_Mint_straight.jpg,train_set/air_max_1/Nike_Air_Max_1_Atmosphere_Grey_Fresh_Mint_l_d.jpg,train_set/air_max_1/Nike_Air_Max_1_Atmosphere_Grey_Fresh_Mint_left.jpg,train_set/air_max_1/Nike_Air_Max_1_Atmosphere_Grey_Fresh_Mint_back.jpg,air_max_1
899,train_set/running/Nike_Cortez_Flyleather_Steve_Harrington_Earth_Day_2019_right.jpg,train_set/running/Nike_Cortez_Flyleather_Steve_Harrington_Earth_Day_2019_r_d.jpg,train_set/running/Nike_Cortez_Flyleather_Steve_Harrington_Earth_Day_2019_straight.jpg,train_set/running/Nike_Cortez_Flyleather_Steve_Harrington_Earth_Day_2019_l_d.jpg,train_set/running/Nike_Cortez_Flyleather_Steve_Harrington_Earth_Day_2019_left.jpg,train_set/running/Nike_Cortez_Flyleather_Steve_Harrington_Earth_Day_2019_back.jpg,running
1209,train_set/air_max_90/Nike_Air_Max_90_Metallic_Gold_2020_W6.jpg,train_set/air_max_90/Nike_Air_Max_90_Metallic_Gold_2020_W7.jpg,train_set/air_max_90/Nike_Air_Max_90_Metallic_Gold_2020_W8.jpg,train_set/air_max_90/Nike_Air_Max_90_Metallic_Gold_2020_W9.jpg,train_set/air_max_90/Nike_Air_Max_90_Metallic_Gold_2020_W10.jpg,train_set/air_max_90/Nike_Air_Max_90_Metallic_Gold_2020_W11.jpg,air_max_90
303,train_set/air_force_1/Nike_Air_Force_1_Shadow_Removable_Patches_Black_Pink_W_right.jpg,train_set/air_force_1/Nike_Air_Force_1_Shadow_Removable_Patches_Black_Pink_W_r_d.jpg,train_set/air_force_1/Nike_Air_Force_1_Shadow_Removable_Patches_Black_Pink_W_straight.jpg,train_set/air_force_1/Nike_Air_Force_1_Shadow_Removable_Patches_Black_Pink_W_l_d.jpg,train_set/air_force_1/Nike_Air_Force_1_Shadow_Removable_Patches_Black_Pink_W_left.jpg,train_set/air_force_1/Nike_Air_Force_1_Shadow_Removable_Patches_Black_Pink_W_back.jpg,air_force_1
1182,train_set/air_max_90/Nike_Air_Max_90_LX_Daisy_Leopard_Iridescent_W6.jpg,train_set/air_max_90/Nike_Air_Max_90_LX_Daisy_Leopard_Iridescent_W7.jpg,train_set/air_max_90/Nike_Air_Max_90_LX_Daisy_Leopard_Iridescent_W8.jpg,train_set/air_max_90/Nike_Air_Max_90_LX_Daisy_Leopard_Iridescent_W9.jpg,train_set/air_max_90/Nike_Air_Max_90_LX_Daisy_Leopard_Iridescent_W10.jpg,train_set/air_max_90/Nike_Air_Max_90_LX_Daisy_Leopard_Iridescent_W11.jpg,air_max_90
33,train_set/air_force_1/Nike_Air_Force_1_Low_Day_of_the_Dead_2019_right.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Day_of_the_Dead_2019_r_d.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Day_of_the_Dead_2019_straight.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Day_of_the_Dead_2019_l_d.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Day_of_the_Dead_2019_left.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Day_of_the_Dead_2019_back.jpg,air_force_1
597,train_set/skateboarding/Nike_Dunk_SB_High_Cali_2014_right.jpg,train_set/skateboarding/Nike_Dunk_SB_High_Cali_2014_r_d.jpg,train_set/skateboarding/Nike_Dunk_SB_High_Cali_2014_straight.jpg,train_set/skateboarding/Nike_Dunk_SB_High_Cali_2014_l_d.jpg,train_set/skateboarding/Nike_Dunk_SB_High_Cali_2014_left.jpg,train_set/skateboarding/Nike_Dunk_SB_High_Cali_2014_right.jpg,skateboarding
77,train_set/air_max_90/Nike_Air_Max_90_Recraft_Hyper_Grape_W_right.jpg,train_set/air_max_90/Nike_Air_Max_90_Recraft_Hyper_Grape_W_r_d.jpg,train_set/air_max_90/Nike_Air_Max_90_Recraft_Hyper_Grape_W_straight.jpg,train_set/air_max_90/Nike_Air_Max_90_Recraft_Hyper_Grape_W_l_d.jpg,train_set/air_max_90/Nike_Air_Max_90_Recraft_Hyper_Grape_W_left.jpg,train_set/air_max_90/Nike_Air_Max_90_Recraft_Hyper_Grape_W_back.jpg,air_max_90
1324,train_set/air_max_1/Nike_Air_Max_1_Wolf_Grey_White6.jpg,train_set/air_max_1/Nike_Air_Max_1_Wolf_Grey_White7.jpg,train_set/air_max_1/Nike_Air_Max_1_Wolf_Grey_White8.jpg,train_set/air_max_1/Nike_Air_Max_1_Wolf_Grey_White9.jpg,train_set/air_max_1/Nike_Air_Max_1_Wolf_Grey_White10.jpg,train_set/air_max_1/Nike_Air_Max_1_Wolf_Grey_White11.jpg,air_max_1
238,train_set/air_max_97/Nike_Air_Max_97_White_Pure_Platinum_W_right.jpg,train_set/air_max_97/Nike_Air_Max_97_White_Pure_Platinum_W_r_d.jpg,train_set/air_max_97/Nike_Air_Max_97_White_Pure_Platinum_W_straight.jpg,train_set/air_max_97/Nike_Air_Max_97_White_Pure_Platinum_W_l_d.jpg,train_set/air_max_97/Nike_Air_Max_97_White_Pure_Platinum_W_left.jpg,train_set/air_max_97/Nike_Air_Max_97_White_Pure_Platinum_W_back.jpg,air_max_97
184,train_set/foamposite/Nike_Air_Foamposite_Pro_White_Black_University_Red_right.jpg,train_set/foamposite/Nike_Air_Foamposite_Pro_White_Black_University_Red_r_d.jpg,train_set/foamposite/Nike_Air_Foamposite_Pro_White_Black_University_Red_straight.jpg,train_set/foamposite/Nike_Air_Foamposite_Pro_White_Black_University_Red_l_d.jpg,train_set/foamposite/Nike_Air_Foamposite_Pro_White_Black_University_Red_left.jpg,train_set/foamposite/Nike_Air_Foamposite_Pro_White_Black_University_Red_back.jpg,foamposite
1193,train_set/air_max_90/Nike_Air_Max_90_Digi_Camo_Olive6.jpg,train_set/air_max_90/Nike_Air_Max_90_Digi_Camo_Olive7.jpg,train_set/air_max_90/Nike_Air_Max_90_Digi_Camo_Olive8.jpg,train_set/air_max_90/Nike_Air_Max_90_Digi_Camo_Olive9.jpg,train_set/air_max_90/Nike_Air_Max_90_Digi_Camo_Olive10.jpg,train_set/air_max_90/Nike_Air_Max_90_Digi_Camo_Olive11.jpg,air_max_90
1135,train_set/air_max_97/Nike_Air_Max_97_White_Pure_Platinum_W6.jpg,train_set/air_max_97/Nike_Air_Max_97_White_Pure_Platinum_W7.jpg,train_set/air_max_97/Nike_Air_Max_97_White_Pure_Platinum_W8.jpg,train_set/air_max_97/Nike_Air_Max_97_White_Pure_Platinum_W9.jpg,train_set/air_max_97/Nike_Air_Max_97_White_Pure_Platinum_W10.jpg,train_set/air_max_97/Nike_Air_Max_97_White_Pure_Platinum_W11.jpg,air_max_97
771,train_set/air_force_1/Nike_Air_Force_1_Low_Just_Do_It_Pack_Total_Orange_right.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Just_Do_It_Pack_Total_Orange_r_d.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Just_Do_It_Pack_Total_Orange_straight.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Just_Do_It_Pack_Total_Orange_l_d.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Just_Do_It_Pack_Total_Orange_left.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Just_Do_It_Pack_Total_Orange_back.jpg,air_force_1
1099,train_set/air_max/Nike_Air_Max_270_Summer_Gradient6.jpg,train_set/air_max/Nike_Air_Max_270_Summer_Gradient7.jpg,train_set/air_max/Nike_Air_Max_270_Summer_Gradient8.jpg,train_set/air_max/Nike_Air_Max_270_Summer_Gradient9.jpg,train_set/air_max/Nike_Air_Max_270_Summer_Gradient10.jpg,train_set/air_max/Nike_Air_Max_270_Summer_Gradient11.jpg,air_max
839,train_set/air_max_1/Nike_Air_Max_1_Future_Swoosh_Pack_right.jpg,train_set/air_max_1/Nike_Air_Max_1_Future_Swoosh_Pack_r_d.jpg,train_set/air_max_1/Nike_Air_Max_1_Future_Swoosh_Pack_straight.jpg,train_set/air_max_1/Nike_Air_Max_1_Future_Swoosh_Pack_l_d.jpg,train_set/air_max_1/Nike_Air_Max_1_Future_Swoosh_Pack_left.jpg,train_set/air_max_1/Nike_Air_Max_1_Future_Swoosh_Pack_back.jpg,air_max_1
556,train_set/skateboarding/Nike_SB_Dunk_Low_Staple_Panda_Pigeon_right.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Staple_Panda_Pigeon_r_d.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Staple_Panda_Pigeon_straight.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Staple_Panda_Pigeon_l_d.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Staple_Panda_Pigeon_left.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Staple_Panda_Pigeon_back.jpg,skateboarding
1041,train_set/air_max_vapormax/Nike_Air_VaporMax_Plus_Triple_Black6.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Plus_Triple_Black7.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Plus_Triple_Black8.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Plus_Triple_Black9.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Plus_Triple_Black10.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Plus_Triple_Black11.jpg,air_max_vapormax
1034,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Bright_Mango_Pure_Platinum6.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Bright_Mango_Pure_Platinum7.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Bright_Mango_Pure_Platinum8.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Bright_Mango_Pure_Platinum9.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Bright_Mango_Pure_Platinum10.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Bright_Mango_Pure_Platinum11.jpg,air_max_vapormax
320,train_set/air_max_1/Nike_Air_Max_1_Atomic_Violet_W_right.jpg,train_set/air_max_1/Nike_Air_Max_1_Atomic_Violet_W_r_d.jpg,train_set/air_max_1/Nike_Air_Max_1_Atomic_Violet_W_straight.jpg,train_set/air_max_1/Nike_Air_Max_1_Atomic_Violet_W_l_d.jpg,train_set/air_max_1/Nike_Air_Max_1_Atomic_Violet_W_left.jpg,train_set/air_max_1/Nike_Air_Max_1_Atomic_Violet_W_back.jpg,air_max_1
24,train_set/skateboarding/Nike_SB_Dunk_Low_Supreme_Jewel_Swoosh_Silver_right.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Supreme_Jewel_Swoosh_Silver_r_d.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Supreme_Jewel_Swoosh_Silver_straight.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Supreme_Jewel_Swoosh_Silver_l_d.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Supreme_Jewel_Swoosh_Silver_left.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Supreme_Jewel_Swoosh_Silver_back.jpg,skateboarding
763,train_set/air_max_vapormax/Nike_Air_VaporMax_2019_Premium_White_Platinum_Tint_Lime_Blast_right.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_2019_Premium_White_Platinum_Tint_Lime_Blast_r_d.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_2019_Premium_White_Platinum_Tint_Lime_Blast_straight.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_2019_Premium_White_Platinum_Tint_Lime_Blast_l_d.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_2019_Premium_White_Platinum_Tint_Lime_Blast_left.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_2019_Premium_White_Platinum_Tint_Lime_Blast_back.jpg,air_max_vapormax
865,train_set/air_force_1/Nike_Air_Force_1_Low_Carhartt_WIP_Ale_Brown_right.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Carhartt_WIP_Ale_Brown_r_d.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Carhartt_WIP_Ale_Brown_straight.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Carhartt_WIP_Ale_Brown_l_d.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Carhartt_WIP_Ale_Brown_left.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Carhartt_WIP_Ale_Brown_back.jpg,air_force_1
288,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Black_Pink_Blast_W_right.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Black_Pink_Blast_W_r_d.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Black_Pink_Blast_W_straight.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Black_Pink_Blast_W_l_d.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Black_Pink_Blast_W_left.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Black_Pink_Blast_W_back.jpg,air_max_vapormax
515,train_set/running/Nike_Shox_TL_Black_Metallic_Hematite_right.jpg,train_set/running/Nike_Shox_TL_Black_Metallic_Hematite_r_d.jpg,train_set/running/Nike_Shox_TL_Black_Metallic_Hematite_straight.jpg,train_set/running/Nike_Shox_TL_Black_Metallic_Hematite_l_d.jpg,train_set/running/Nike_Shox_TL_Black_Metallic_Hematite_left.jpg,train_set/running/Nike_Shox_TL_Black_Metallic_Hematite_back.jpg,running
488,train_set/basketball/Nike_LeBron_Icon_John_Elliott_Black_right.jpg,train_set/basketball/Nike_LeBron_Icon_John_Elliott_Black_r_d.jpg,train_set/basketball/Nike_LeBron_Icon_John_Elliott_Black_straight.jpg,train_set/basketball/Nike_LeBron_Icon_John_Elliott_Black_l_d.jpg,train_set/basketball/Nike_LeBron_Icon_John_Elliott_Black_left.jpg,train_set/basketball/Nike_LeBron_Icon_John_Elliott_Black_back.jpg,basketball
1043,train_set/air_max_vapormax/Nike_Air_VaporMax_95_Neon6.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_95_Neon7.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_95_Neon8.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_95_Neon9.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_95_Neon10.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_95_Neon11.jpg,air_max_vapormax
459,train_set/air_max/Nike_Air_Max_Plus_Retro_Future_right.jpg,train_set/air_max/Nike_Air_Max_Plus_Retro_Future_r_d.jpg,train_set/air_max/Nike_Air_Max_Plus_Retro_Future_straight.jpg,train_set/air_max/Nike_Air_Max_Plus_Retro_Future_l_d.jpg,train_set/air_max/Nike_Air_Max_Plus_Retro_Future_left.jpg,train_set/air_max/Nike_Air_Max_Plus_Retro_Future_back.jpg,air_max
1070,train_set/air_max/Nike_Air_Max_720_Volt_Black6.jpg,train_set/air_max/Nike_Air_Max_720_Volt_Black7.jpg,train_set/air_max/Nike_Air_Max_720_Volt_Black8.jpg,train_set/air_max/Nike_Air_Max_720_Volt_Black9.jpg,train_set/air_max/Nike_Air_Max_720_Volt_Black10.jpg,train_set/air_max/Nike_Air_Max_720_Volt_Black11.jpg,air_max
1131,train_set/air_max_97/Nike_Air_Max_97_Triple_Volt_W6.jpg,train_set/air_max_97/Nike_Air_Max_97_Triple_Volt_W7.jpg,train_set/air_max_97/Nike_Air_Max_97_Triple_Volt_W8.jpg,train_set/air_max_97/Nike_Air_Max_97_Triple_Volt_W9.jpg,train_set/air_max_97/Nike_Air_Max_97_Triple_Volt_W10.jpg,train_set/air_max_97/Nike_Air_Max_97_Triple_Volt_W11.jpg,air_max_97
1386,train_set/other/Nike_CruzrOne_Bright_Crimson6.jpg,train_set/other/Nike_CruzrOne_Bright_Crimson7.jpg,train_set/other/Nike_CruzrOne_Bright_Crimson8.jpg,train_set/other/Nike_CruzrOne_Bright_Crimson9.jpg,train_set/other/Nike_CruzrOne_Bright_Crimson10.jpg,train_set/other/Nike_CruzrOne_Bright_Crimson11.jpg,other
